"name","stockcode","percentage","size","standard_drinks","special","package","package_size","total_price","unit_price","cost_per_standard"
Melbourne Bitter Longneck 750mL,"64844",4.6,750.0,2.7,false,case,12,75.99,6.33,2.35
Melbourne Bitter Bottles 375mL,"64845",4.6,375.0,1.4,false,bottle,1,5.49,5.49,3.92
Melbourne Bitter Bottles 375mL,"64845",4.6,375.0,1.4,false,pack,6,24.49,4.08,2.92
Melbourne Bitter Bottles 375mL,"64845",4.6,375.0,1.4,false,case,24,64.99,2.71,1.93
Tooheys New Bottles 375mL,"64866",4.6,375.0,1.4,false,bottle,1,5.49,5.49,3.92
Tooheys New Bottles 375mL,"64866",4.6,375.0,1.4,false,pack,6,21.49,3.58,2.56
Tooheys New Bottles 375mL,"64866",4.6,375.0,1.4,true,case,24,53.9,2.25,1.6
Tooheys New Bottles 375mL,"64866",4.6,375.0,1.4,false,case,24,56.99,2.37,1.7
Tooheys New Bottle 750mL,"64867",4.6,750.0,2.72,false,bottle,1,10.49,10.49,3.86
Tooheys New Bottle 750mL,"64867",4.6,750.0,2.72,false,pack,3,21.49,7.16,2.63
Tooheys New Bottle 750mL,"64867",4.6,750.0,2.72,false,case,12,71.99,6.0,2.21
Tooheys Extra Dry Bottles 345mL,"64868",4.4,345.0,1.2,false,bottle,1,5.49,5.49,4.58
Tooheys Extra Dry Bottles 345mL,"64868",4.4,345.0,1.2,false,pack,6,22.49,3.75,3.12
Tooheys Extra Dry Bottles 345mL,"64868",4.4,345.0,1.2,true,case,24,47.9,2.0,1.66
Tooheys Extra Dry Bottles 345mL,"64868",4.4,345.0,1.2,false,case,24,50.99,2.12,1.77
Tooheys Old Dark Ale Bottles 375mL,"64871",4.4,375.0,1.3,false,bottle,1,5.49,5.49,4.22
Tooheys Old Dark Ale Bottles 375mL,"64871",4.4,375.0,1.3,false,pack,6,23.49,3.91,3.01
Tooheys Old Dark Ale Bottles 375mL,"64871",4.4,375.0,1.3,false,case,24,64.95,2.71,2.08
Akasha Frshwtr Pale Ale Can 4X4X375ml,"650382",5.0,375.0,1.48,false,bottle,1,5.99,5.99,4.05
Akasha Frshwtr Pale Ale Can 4X4X375ml,"650382",5.0,375.0,1.48,false,pack,4,23.99,6.0,4.05
Akasha Frshwtr Pale Ale Can 4X4X375ml,"650382",5.0,375.0,1.48,false,case,16,63.99,4.0,2.7
Green Beacon Wayfarer Tropical Pale Ale Cans 375mL,"652570",4.9,375.0,1.5,false,bottle,1,5.99,5.99,3.99
Green Beacon Wayfarer Tropical Pale Ale Cans 375mL,"652570",4.9,375.0,1.5,false,pack,4,20.79,5.2,3.47
Green Beacon Wayfarer Tropical Pale Ale Cans 375mL,"652570",4.9,375.0,1.5,false,case,16,67.99,4.25,2.83
Balter IPA Cans 375mL,"653821",6.8,375.0,2.0,false,bottle,1,7.49,7.49,3.75
Balter IPA Cans 375mL,"653821",6.8,375.0,2.0,true,pack,4,45.0,11.25,5.63
Balter IPA Cans 375mL,"653821",6.8,375.0,2.0,false,pack,4,25.99,6.5,3.25
Balter IPA Cans 375mL,"653821",6.8,375.0,2.0,false,case,16,79.99,5.0,2.5
Philter XPA Cans 375mL,"661260",4.2,375.0,1.2,false,bottle,1,5.49,5.49,4.58
Philter XPA Cans 375mL,"661260",4.2,375.0,1.2,false,pack,4,16.95,4.24,3.53
Philter XPA Cans 375mL,"661260",4.2,375.0,1.2,false,case,16,53.99,3.37,2.81
Kaiju Krush Tropical Pale Ale Cans 375mL,"661660",4.7,375.0,1.4,false,bottle,1,5.49,5.49,3.92
Kaiju Krush Tropical Pale Ale Cans 375mL,"661660",4.7,375.0,1.4,false,pack,6,25.99,4.33,3.09
Kaiju Krush Tropical Pale Ale Cans 375mL,"661660",4.7,375.0,1.4,false,case,24,80.99,3.37,2.41
James Squire 150 Lashes Pale Ale Can 355mL,"662227",4.2,355.0,1.2,false,bottle,1,5.99,5.99,4.99
James Squire 150 Lashes Pale Ale Can 355mL,"662227",4.2,355.0,1.2,false,pack,6,24.99,4.17,3.47
James Squire 150 Lashes Pale Ale Can 355mL,"662227",4.2,355.0,1.2,true,case,24,54.9,2.29,1.91
James Squire 150 Lashes Pale Ale Can 355mL,"662227",4.2,355.0,1.2,false,case,24,63.99,2.67,2.22
Akasha Hopsmith IPA Can 375mL,"663382",6.8,375.0,2.07,false,bottle,1,7.99,7.99,3.86
Akasha Hopsmith IPA Can 375mL,"663382",6.8,375.0,2.07,false,pack,4,28.49,7.12,3.44
Akasha Hopsmith IPA Can 375mL,"663382",6.8,375.0,2.07,false,case,24,127.99,5.33,2.58
BentSpoke Brewing Co. Sprocket IPA Cans 375mL,"663570",7.0,375.0,2.1,false,bottle,1,7.99,7.99,3.8
BentSpoke Brewing Co. Sprocket IPA Cans 375mL,"663570",7.0,375.0,2.1,false,pack,4,26.99,6.75,3.21
BentSpoke Brewing Co. Sprocket IPA Cans 375mL,"663570",7.0,375.0,2.1,false,case,24,122.99,5.12,2.44
Six String Brewing Co. Tropical Pale Ale Can 6x4x375mL,"665889",4.2,375.0,1.2,false,bottle,1,4.49,4.49,3.74
Six String Brewing Co. Tropical Pale Ale Can 6x4x375mL,"665889",4.2,375.0,1.2,false,pack,4,17.49,4.37,3.64
Six String Brewing Co. Tropical Pale Ale Can 6x4x375mL,"665889",4.2,375.0,1.2,false,case,24,73.99,3.08,2.57
Sydney Beer Co Lager Bottles 330mL,"671012",4.5,330.0,1.2,false,bottle,1,4.49,4.49,3.74
Sydney Beer Co Lager Bottles 330mL,"671012",4.5,330.0,1.2,false,pack,6,20.49,3.41,2.85
Sydney Beer Co Lager Bottles 330mL,"671012",4.5,330.0,1.2,false,case,24,61.99,2.58,2.15
Rugged Thumb Sugar Free Ginger Bottles 500mL,"671939",4.0,500.0,1.6,true,bottle,1,20.0,20.0,12.5
Rugged Thumb Sugar Free Ginger Bottles 500mL,"671939",4.0,500.0,1.6,false,bottle,1,8.99,8.99,5.62
Your Mates Brewing Co Larry Pale Ale 375mL,"681299",4.5,375.0,1.3,false,bottle,1,6.89,6.89,5.3
Your Mates Brewing Co Larry Pale Ale 375mL,"681299",4.5,375.0,1.3,true,pack,4,20.0,5.0,3.85
Your Mates Brewing Co Larry Pale Ale 375mL,"681299",4.5,375.0,1.3,false,pack,4,22.99,5.75,4.42
Your Mates Brewing Co Larry Pale Ale 375mL,"681299",4.5,375.0,1.3,false,case,16,70.99,4.44,3.41
Shepherd Neame 1698 Strong Ale 8x500mL,"683171",6.5,500.0,2.6,true,bottle,1,20.0,20.0,7.69
Shepherd Neame 1698 Strong Ale 8x500mL,"683171",6.5,500.0,2.6,false,bottle,1,8.69,8.69,3.34
Shepherd Neame 1698 Strong Ale 8x500mL,"683171",6.5,500.0,2.6,false,case,8,51.99,6.5,2.5
Coopers Pacific Pale Ale Cans 375mL,"683440",4.2,375.0,1.2,false,bottle,1,5.19,5.19,4.33
Coopers Pacific Pale Ale Cans 375mL,"683440",4.2,375.0,1.2,false,pack,6,25.99,4.33,3.61
Coopers Pacific Pale Ale Cans 375mL,"683440",4.2,375.0,1.2,true,case,24,56.0,2.33,1.94
Coopers Pacific Pale Ale Cans 375mL,"683440",4.2,375.0,1.2,false,case,24,63.99,2.67,2.22
Colonial South West Sour Can4X375ml,"688990",4.6,375.0,1.4,false,bottle,1,6.99,6.99,4.99
Colonial South West Sour Can4X375ml,"688990",4.6,375.0,1.4,false,pack,4,23.49,5.87,4.19
Colonial South West Sour Can4X375ml,"688990",4.6,375.0,1.4,false,case,16,70.99,4.44,3.17
Matso's Mango Beer 330mL,"706420",4.5,330.0,1.2,false,bottle,1,5.59,5.59,4.66
Matso's Mango Beer 330mL,"706420",4.5,330.0,1.2,true,pack,6,22.0,3.67,3.06
Matso's Mango Beer 330mL,"706420",4.5,330.0,1.2,false,pack,6,26.49,4.42,3.68
Matso's Mango Beer 330mL,"706420",4.5,330.0,1.2,false,case,24,76.99,3.21,2.67
Hollandia Beer 650mL,"706694",4.7,650.0,2.4,true,bottle,1,16.0,16.0,6.67
Hollandia Beer 650mL,"706694",4.7,650.0,2.4,false,bottle,1,7.49,7.49,3.12
Hollandia Beer 650mL,"706694",4.7,650.0,2.4,false,case,15,65.99,4.4,1.83
Matso's Ginger Beer Bottles 330mL,"708301",3.5,330.0,0.9,false,bottle,1,5.69,5.69,6.32
Matso's Ginger Beer Bottles 330mL,"708301",3.5,330.0,0.9,false,pack,6,30.49,5.08,5.65
Matso's Ginger Beer Bottles 330mL,"708301",3.5,330.0,0.9,true,case,24,91.95,3.83,4.26
Matso's Ginger Beer Bottles 330mL,"708301",3.5,330.0,0.9,false,case,24,93.99,3.92,4.35
Black Hops IPA Can 4x375ml,"708461",6.0,375.0,1.78,false,bottle,1,8.09,8.09,4.54
Black Hops IPA Can 4x375ml,"708461",6.0,375.0,1.78,false,pack,4,25.69,6.42,3.61
Black Hops IPA Can 4x375ml,"708461",6.0,375.0,1.78,false,case,16,80.99,5.06,2.84
Sapporo Premium Lager Bottles 355mL,"709123",5.0,355.0,1.4,false,bottle,1,5.49,5.49,3.92
Sapporo Premium Lager Bottles 355mL,"709123",5.0,355.0,1.4,false,pack,6,23.99,4.0,2.86
Sapporo Premium Lager Bottles 355mL,"709123",5.0,355.0,1.4,false,case,24,56.95,2.37,1.69
La Trappe Quadrupel 330mL,"710782",10.0,330.0,2.6,false,bottle,1,8.39,8.39,3.23
La Trappe Quadrupel 330mL,"710782",10.0,330.0,2.6,false,pack,4,30.89,7.72,2.97
La Trappe Quadrupel 330mL,"710782",10.0,330.0,2.6,false,case,24,175.99,7.33,2.82
La Trappe Blond 330mL,"710810",6.5,330.0,1.7,false,bottle,1,6.59,6.59,3.88
La Trappe Blond 330mL,"710810",6.5,330.0,1.7,false,pack,4,22.39,5.6,3.29
La Trappe Blond 330mL,"710810",6.5,330.0,1.7,false,case,24,116.99,4.87,2.87
Hook Norton Old Hooky Ale 500mL,"712652",4.6,500.0,1.8,true,bottle,1,5.0,5.0,2.78
Hook Norton Old Hooky Ale 500mL,"712652",4.6,500.0,1.8,false,bottle,1,7.59,7.59,4.22
Hook Norton Old Hooky Ale 500mL,"712652",4.6,500.0,1.8,false,case,12,60.99,5.08,2.82
Hook Norton Twelve Days 500mL,"712654",5.5,500.0,2.2,true,bottle,1,18.0,18.0,8.18
Hook Norton Twelve Days 500mL,"712654",5.5,500.0,2.2,false,bottle,1,7.19,7.19,3.27
Hook Norton Twelve Days 500mL,"712654",5.5,500.0,2.2,false,case,12,64.99,5.42,2.46
Hook Norton Haymaker Pale Ale 500mL,"712656",5.0,500.0,2.0,true,bottle,1,18.0,18.0,9.0
Hook Norton Haymaker Pale Ale 500mL,"712656",5.0,500.0,2.0,false,bottle,1,7.69,7.69,3.85
Hook Norton Haymaker Pale Ale 500mL,"712656",5.0,500.0,2.0,false,case,12,61.99,5.17,2.58
Heineken Cans 500mL,"713477",5.0,500.0,2.0,false,bottle,1,6.49,6.49,3.25
Heineken Cans 500mL,"713477",5.0,500.0,2.0,false,pack,6,27.49,4.58,2.29
Heineken Cans 500mL,"713477",5.0,500.0,2.0,false,case,24,69.99,2.92,1.46
Hollandia Beer 500mL,"717137",4.7,500.0,1.9,false,bottle,1,4.99,4.99,2.63
Hollandia Beer 500mL,"717137",4.7,500.0,1.9,true,pack,4,17.0,4.25,2.24
Hollandia Beer 500mL,"717137",4.7,500.0,1.9,false,pack,4,19.99,5.0,2.63
Hollandia Beer 500mL,"717137",4.7,500.0,1.9,false,case,24,66.99,2.79,1.47
Tiger Asian Lager Bottles 330mL,"72240",5.0,330.0,1.3,false,bottle,1,4.99,4.99,3.84
Tiger Asian Lager Bottles 330mL,"72240",5.0,330.0,1.3,false,pack,6,20.99,3.5,2.69
Tiger Asian Lager Bottles 330mL,"72240",5.0,330.0,1.3,true,case,24,53.0,2.21,1.7
Tiger Asian Lager Bottles 330mL,"72240",5.0,330.0,1.3,false,case,24,58.99,2.46,1.89
Stella Artois Bottles 330mL,"72869",4.8,330.0,1.3,false,bottle,1,5.49,5.49,4.22
Stella Artois Bottles 330mL,"72869",4.8,330.0,1.3,true,pack,6,20.0,3.33,2.56
Stella Artois Bottles 330mL,"72869",4.8,330.0,1.3,false,pack,6,21.49,3.58,2.76
Stella Artois Bottles 330mL,"72869",4.8,330.0,1.3,false,case,24,54.95,2.29,1.76
Coopers Sparkling Ale Btl 375ml,"75023",5.8,375.0,1.7,false,bottle,1,5.99,5.99,3.52
Coopers Sparkling Ale Btl 375ml,"75023",5.8,375.0,1.7,false,pack,6,25.49,4.25,2.5
Coopers Sparkling Ale Btl 375ml,"75023",5.8,375.0,1.7,true,case,24,62.0,2.58,1.52
Coopers Sparkling Ale Btl 375ml,"75023",5.8,375.0,1.7,false,case,24,68.95,2.87,1.69
Coopers Pale Ale Cans 375mL,"751451",4.5,375.0,1.3,false,bottle,1,5.49,5.49,4.22
Coopers Pale Ale Cans 375mL,"751451",4.5,375.0,1.3,false,pack,6,23.99,4.0,3.08
Coopers Pale Ale Cans 375mL,"751451",4.5,375.0,1.3,true,case,24,59.0,2.46,1.89
Coopers Pale Ale Cans 375mL,"751451",4.5,375.0,1.3,false,case,24,62.95,2.62,2.02
Coopers Original Pale Ale Longneck 750mL,"75482",4.5,750.0,2.7,false,bottle,1,9.49,9.49,3.51
Coopers Original Pale Ale Longneck 750mL,"75482",4.5,750.0,2.7,false,case,12,69.49,5.79,2.14
Budweiser Lager Beer Bottle 330mL,"767720",4.5,330.0,1.2,false,bottle,1,5.99,5.99,4.99
Budweiser Lager Beer Bottle 330mL,"767720",4.5,330.0,1.2,false,pack,6,22.49,3.75,3.12
Budweiser Lager Beer Bottle 330mL,"767720",4.5,330.0,1.2,false,case,24,59.99,2.5,2.08
Carlton Dry 700mL,"768242",4.5,700.0,2.5,false,bottle,1,8.99,8.99,3.6
Carlton Dry 700mL,"768242",4.5,700.0,2.5,true,pack,3,19.0,6.33,2.53
Carlton Dry 700mL,"768242",4.5,700.0,2.5,false,pack,3,21.99,7.33,2.93
Carlton Dry 700mL,"768242",4.5,700.0,2.5,false,case,12,82.99,6.92,2.77
Carlton Dry Cans 6X375mL,"768302",4.5,375.0,1.3,false,bottle,1,6.49,6.49,4.99
Carlton Dry Cans 6X375mL,"768302",4.5,375.0,1.3,false,pack,6,21.99,3.66,2.82
Carlton Dry Cans 6X375mL,"768302",4.5,375.0,1.3,true,case,24,98.9,4.12,3.17
Carlton Dry Cans 6X375mL,"768302",4.5,375.0,1.3,false,case,24,57.99,2.42,1.86
Mountain Goat Summer Ale Cans 375mL,"770382",4.7,375.0,1.4,false,bottle,1,5.99,5.99,4.28
Mountain Goat Summer Ale Cans 375mL,"770382",4.7,375.0,1.4,false,pack,6,22.89,3.82,2.73
Mountain Goat Summer Ale Cans 375mL,"770382",4.7,375.0,1.4,true,case,24,65.0,2.71,1.93
Mountain Goat Summer Ale Cans 375mL,"770382",4.7,375.0,1.4,false,case,24,70.99,2.96,2.11
Adnams Ghost Ship Pale Ale Cans 440mL,"773033",4.5,440.0,1.6,false,bottle,1,5.29,5.29,3.31
Adnams Ghost Ship Pale Ale Cans 440mL,"773033",4.5,440.0,1.6,true,pack,4,17.0,4.25,2.66
Adnams Ghost Ship Pale Ale Cans 440mL,"773033",4.5,440.0,1.6,false,pack,4,19.99,5.0,3.12
Adnams Ghost Ship Pale Ale Cans 440mL,"773033",4.5,440.0,1.6,false,case,24,75.99,3.17,1.98
Mountain Goat Fancy Pants Amber Ale Cans 375mL,"784529",5.2,375.0,1.5,false,bottle,1,5.39,5.39,3.59
Mountain Goat Fancy Pants Amber Ale Cans 375mL,"784529",5.2,375.0,1.5,false,pack,6,26.99,4.5,3.0
Mountain Goat Fancy Pants Amber Ale Cans 375mL,"784529",5.2,375.0,1.5,false,case,24,73.99,3.08,2.06
Dab German Beer Cans 6X500mL,"78876",5.0,500.0,2.0,false,bottle,1,5.99,5.99,3.0
Dab German Beer Cans 6X500mL,"78876",5.0,500.0,2.0,false,case,24,75.99,3.17,1.58
John Boston The Guardhouse Golden Ale 330mL,"790813",4.2,330.0,1.09,false,bottle,1,3.99,3.99,3.66
John Boston The Guardhouse Golden Ale 330mL,"790813",4.2,330.0,1.09,true,pack,6,17.0,2.83,2.6
John Boston The Guardhouse Golden Ale 330mL,"790813",4.2,330.0,1.09,false,pack,6,20.99,3.5,3.21
John Boston The Guardhouse Golden Ale 330mL,"790813",4.2,330.0,1.09,false,case,24,57.99,2.42,2.22
Stone's Ginger Joe Alcoholic Beer Bottles 500mL,"795833",8.0,500.0,3.2,true,bottle,1,18.0,18.0,5.63
Stone's Ginger Joe Alcoholic Beer Bottles 500mL,"795833",8.0,500.0,3.2,false,bottle,1,9.49,9.49,2.97
Stone's Ginger Joe Alcoholic Beer Bottles 500mL,"795833",8.0,500.0,3.2,false,case,12,95.99,8.0,2.5
XXXX Summer Bright Lager with Natural Lime Bottles 330mL,"797597",4.0,330.0,1.04,false,bottle,1,5.49,5.49,5.28
XXXX Summer Bright Lager with Natural Lime Bottles 330mL,"797597",4.0,330.0,1.04,false,pack,6,21.49,3.58,3.44
XXXX Summer Bright Lager with Natural Lime Bottles 330mL,"797597",4.0,330.0,1.04,true,case,24,51.0,2.13,2.04
XXXX Summer Bright Lager with Natural Lime Bottles 330mL,"797597",4.0,330.0,1.04,false,case,24,53.99,2.25,2.16
Asahi Super Dry Cans 500mL,"798161",5.0,500.0,2.0,false,bottle,1,7.49,7.49,3.75
Asahi Super Dry Cans 500mL,"798161",5.0,500.0,2.0,false,pack,6,27.95,4.66,2.33
Asahi Super Dry Cans 500mL,"798161",5.0,500.0,2.0,false,case,24,78.99,3.29,1.65
Tooheys Extra Dry Tooheys Extra Dry Cans 30 Block 375mL,"799124",4.4,375.0,1.3,false,bottle,1,5.49,5.49,4.22
Tooheys Extra Dry Tooheys Extra Dry Cans 30 Block 375mL,"799124",4.4,375.0,1.3,false,case,30,59.99,2.0,1.54
Foster's Classic Lager Cans 375mL,"800717",4.0,375.0,1.2,false,bottle,1,4.99,4.99,4.16
Foster's Classic Lager Cans 375mL,"800717",4.0,375.0,1.2,true,pack,6,17.0,2.83,2.36
Foster's Classic Lager Cans 375mL,"800717",4.0,375.0,1.2,false,pack,6,20.99,3.5,2.92
Foster's Classic Lager Cans 375mL,"800717",4.0,375.0,1.2,true,case,24,54.0,2.25,1.88
Foster's Classic Lager Cans 375mL,"800717",4.0,375.0,1.2,false,case,24,58.99,2.46,2.05
Coopers Dry 375mL,"804073",4.2,375.0,1.2,false,bottle,1,4.99,4.99,4.16
Coopers Dry 375mL,"804073",4.2,375.0,1.2,true,pack,6,18.0,3.0,2.5
Coopers Dry 375mL,"804073",4.2,375.0,1.2,false,pack,6,22.49,3.75,3.12
Coopers Dry 375mL,"804073",4.2,375.0,1.2,false,case,24,55.99,2.33,1.94
"4 Pines x Brookvale Union Lemon Shandy Cans 6x4x375","804678",5.0,380.0,1.5,false,bottle,1,3.3,3.3,2.2
"4 Pines x Brookvale Union Lemon Shandy Cans 6x4x375","804678",5.0,380.0,1.5,false,pack,4,13.75,3.44,2.29
"4 Pines x Brookvale Union Lemon Shandy Cans 6x4x375","804678",5.0,380.0,1.5,false,case,24,62.25,2.59,1.73
Balter Captain Sensible Cans 375mL,"807666",3.5,375.0,1.0,false,bottle,1,5.49,5.49,5.49
Balter Captain Sensible Cans 375mL,"807666",3.5,375.0,1.0,false,pack,4,15.95,3.99,3.99
Balter Captain Sensible Cans 375mL,"807666",3.5,375.0,1.0,false,case,16,52.95,3.31,3.31
Akasha Mosaic IPA Cans 375mL,"809621",6.8,375.0,2.07,false,bottle,1,7.99,7.99,3.86
Akasha Mosaic IPA Cans 375mL,"809621",6.8,375.0,2.07,false,pack,4,29.49,7.37,3.56
Akasha Mosaic IPA Cans 375mL,"809621",6.8,375.0,2.07,false,case,24,138.99,5.79,2.8
Carlton Dry Twist Top Bottle 330mL,"809797",4.5,330.0,1.2,false,bottle,1,6.49,6.49,5.41
Carlton Dry Twist Top Bottle 330mL,"809797",4.5,330.0,1.2,false,pack,6,21.99,3.66,3.05
Carlton Dry Twist Top Bottle 330mL,"809797",4.5,330.0,1.2,true,case,24,98.9,4.12,3.43
Carlton Dry Twist Top Bottle 330mL,"809797",4.5,330.0,1.2,false,case,24,57.99,2.42,2.01
Rover Henty St Ale Cans 375mL,"810535",4.3,375.0,1.3,false,bottle,1,4.99,4.99,3.84
Rover Henty St Ale Cans 375mL,"810535",4.3,375.0,1.3,false,pack,6,20.99,3.5,2.69
Rover Henty St Ale Cans 375mL,"810535",4.3,375.0,1.3,false,case,24,61.99,2.58,1.99
Young Henrys Stayer Mid Can 375mL,"810675",3.5,375.0,1.0,false,bottle,1,5.49,5.49,5.49
Young Henrys Stayer Mid Can 375mL,"810675",3.5,375.0,1.0,false,pack,4,17.49,4.37,4.37
Young Henrys Stayer Mid Can 375mL,"810675",3.5,375.0,1.0,false,case,24,75.99,3.17,3.17
Brick Lane One Love Pale Ale 355mL,"810685",4.4,355.0,1.2,false,bottle,1,4.99,4.99,4.16
Brick Lane One Love Pale Ale 355mL,"810685",4.4,355.0,1.2,false,pack,6,23.99,4.0,3.33
Brick Lane One Love Pale Ale 355mL,"810685",4.4,355.0,1.2,false,case,24,71.99,3.0,2.5
Wayward Brewing Co Pilsner Can 375mL,"811008",4.2,375.0,1.2,false,bottle,1,4.49,4.49,3.74
Wayward Brewing Co Pilsner Can 375mL,"811008",4.2,375.0,1.2,false,pack,6,22.99,3.83,3.19
Wayward Brewing Co Pilsner Can 375mL,"811008",4.2,375.0,1.2,false,case,24,75.99,3.17,2.64
Wayward Brewing Co. Everyday Ale Can 375mL,"811064",4.2,375.0,1.2,false,bottle,1,5.49,5.49,4.58
Wayward Brewing Co. Everyday Ale Can 375mL,"811064",4.2,375.0,1.2,true,pack,6,21.0,3.5,2.92
Wayward Brewing Co. Everyday Ale Can 375mL,"811064",4.2,375.0,1.2,false,pack,6,22.99,3.83,3.19
Wayward Brewing Co. Everyday Ale Can 375mL,"811064",4.2,375.0,1.2,false,case,24,75.99,3.17,2.64
Wayward Brewing Co. India Pale Ale Can 375mL,"811138",6.0,375.0,1.8,false,bottle,1,6.49,6.49,3.61
Wayward Brewing Co. India Pale Ale Can 375mL,"811138",6.0,375.0,1.8,false,pack,4,22.49,5.62,3.12
Wayward Brewing Co. India Pale Ale Can 375mL,"811138",6.0,375.0,1.8,false,case,24,111.99,4.67,2.59
Mountain Goat Very Enjoyable Beer Cans 375mL,"813344",4.2,375.0,1.2,false,bottle,1,5.99,5.99,4.99
Mountain Goat Very Enjoyable Beer Cans 375mL,"813344",4.2,375.0,1.2,false,pack,6,20.89,3.48,2.9
Mountain Goat Very Enjoyable Beer Cans 375mL,"813344",4.2,375.0,1.2,true,case,24,54.95,2.29,1.91
Mountain Goat Very Enjoyable Beer Cans 375mL,"813344",4.2,375.0,1.2,false,case,24,57.99,2.42,2.01
Hahn SuperDry Gluten Free 330mL,"817186",4.2,330.0,1.1,false,bottle,1,4.99,4.99,4.54
Hahn SuperDry Gluten Free 330mL,"817186",4.2,330.0,1.1,true,pack,6,19.0,3.17,2.88
Hahn SuperDry Gluten Free 330mL,"817186",4.2,330.0,1.1,false,pack,6,22.49,3.75,3.41
Hahn SuperDry Gluten Free 330mL,"817186",4.2,330.0,1.1,false,case,24,59.95,2.5,2.27
Bondi Brewing Co. Beach Beer XPA 375mL,"818811",4.7,375.0,1.4,false,bottle,1,5.49,5.49,3.92
Bondi Brewing Co. Beach Beer XPA 375mL,"818811",4.7,375.0,1.4,false,pack,4,19.49,4.87,3.48
Bondi Brewing Co. Beach Beer XPA 375mL,"818811",4.7,375.0,1.4,false,case,24,87.99,3.67,2.62
The Grifter Brewing Co. Pale Ale Can 375mL,"83605",5.0,375.0,1.5,false,bottle,1,6.49,6.49,4.33
The Grifter Brewing Co. Pale Ale Can 375mL,"83605",5.0,375.0,1.5,false,pack,4,20.99,5.25,3.5
The Grifter Brewing Co. Pale Ale Can 375mL,"83605",5.0,375.0,1.5,true,case,24,85.0,3.54,2.36
The Grifter Brewing Co. Pale Ale Can 375mL,"83605",5.0,375.0,1.5,false,case,24,91.99,3.83,2.56
Great Northern Brewing Company Super Crisp Lager Bottles 330mL,"839496",3.5,330.0,1.0,false,bottle,1,5.49,5.49,5.49
Great Northern Brewing Company Super Crisp Lager Bottles 330mL,"839496",3.5,330.0,1.0,false,pack,6,20.99,3.5,3.5
Great Northern Brewing Company Super Crisp Lager Bottles 330mL,"839496",3.5,330.0,1.0,true,case,24,99.9,4.16,4.16
Great Northern Brewing Company Super Crisp Lager Bottles 330mL,"839496",3.5,330.0,1.0,false,case,24,53.95,2.25,2.25
GREAT NORTHERN BREWING COMPANY Super Crisp Lager Cans 375mL,"839565",3.5,375.0,1.04,false,bottle,1,5.49,5.49,5.28
GREAT NORTHERN BREWING COMPANY Super Crisp Lager Cans 375mL,"839565",3.5,375.0,1.04,false,pack,6,21.99,3.66,3.52
GREAT NORTHERN BREWING COMPANY Super Crisp Lager Cans 375mL,"839565",3.5,375.0,1.04,false,case,24,54.99,2.29,2.2
Zytho Brewing Tropical Haze Cans 375mL,"84568",5.0,375.0,1.5,false,bottle,1,4.99,4.99,3.33
Zytho Brewing Tropical Haze Cans 375mL,"84568",5.0,375.0,1.5,false,pack,6,25.99,4.33,2.89
Zytho Brewing Tropical Haze Cans 375mL,"84568",5.0,375.0,1.5,false,case,24,78.99,3.29,2.19
Victoria Bitter Cans 30 Block 375mL,"84736",4.9,375.0,1.5,true,bottle,1,61.9,61.9,41.27
Victoria Bitter Cans 30 Block 375mL,"84736",4.9,375.0,1.5,false,bottle,1,61.95,61.95,41.3
Coors Lager 330mL,"855559",4.2,330.0,1.1,false,bottle,1,4.39,4.39,3.99
Coors Lager 330mL,"855559",4.2,330.0,1.1,false,pack,6,21.99,3.66,3.33
Coors Lager 330mL,"855559",4.2,330.0,1.1,true,case,24,55.0,2.29,2.08
Coors Lager 330mL,"855559",4.2,330.0,1.1,false,case,24,57.99,2.42,2.2
Wilde Wilde Gluten Free Pale Ale Bottles 330mL,"87821",3.5,330.0,0.9,false,bottle,1,5.19,5.19,5.77
Wilde Wilde Gluten Free Pale Ale Bottles 330mL,"87821",3.5,330.0,0.9,false,pack,6,24.59,4.1,4.55
Wilde Wilde Gluten Free Pale Ale Bottles 330mL,"87821",3.5,330.0,0.9,false,case,24,73.99,3.08,3.43
Shepherd Neame Dble Stout Btl 8x500ml,"878524",5.2,500.0,2.1,true,bottle,1,20.0,20.0,9.52
Shepherd Neame Dble Stout Btl 8x500ml,"878524",5.2,500.0,2.1,false,bottle,1,8.69,8.69,4.14
Shepherd Neame Dble Stout Btl 8x500ml,"878524",5.2,500.0,2.1,false,case,8,50.99,6.37,3.04
Shepherd Neame IPA Btl 8x500ml,"878525",6.1,500.0,2.4,true,bottle,1,20.0,20.0,8.33
Shepherd Neame IPA Btl 8x500ml,"878525",6.1,500.0,2.4,false,bottle,1,8.69,8.69,3.62
Shepherd Neame IPA Btl 8x500ml,"878525",6.1,500.0,2.4,false,case,8,51.99,6.5,2.71
Furphy Original Refreshing Ale Bottles 375mL,"878604",4.4,375.0,1.3,false,bottle,1,5.49,5.49,4.22
Furphy Original Refreshing Ale Bottles 375mL,"878604",4.4,375.0,1.3,false,pack,6,23.99,4.0,3.08
Furphy Original Refreshing Ale Bottles 375mL,"878604",4.4,375.0,1.3,false,case,24,54.99,2.29,1.76
Hawkes Patio Pale Ale Can 375mL,"87867",4.5,375.0,1.3,false,bottle,1,5.49,5.49,4.22
Hawkes Patio Pale Ale Can 375mL,"87867",4.5,375.0,1.3,false,pack,6,23.49,3.91,3.01
